id,name,category,sex,palme dor,goldener bär,leone doro,felix,pardo doro,year,nationality,funding,korrigiert
BuPr,bubbles projects,3,99,99,99,99,99,99,99,bra,99,
Im,imovision,3,99,99,99,99,99,99,99,bra,99,
Sep,seperti dendam hindu rarus dibayar tuntas,1,99,99,99,99,99,1,2021,indsindeu,1,x
muza,muhammad zaidy,2,2,99,99,99,99,99,99,99,99,
meta,meiske taurisia,2,1,99,99,99,99,99,99,99,99,
faak,fatih akin,2,2,99,99,99,99,99,99,99,99,
vifü,viola fügen,2,1,99,99,99,99,99,99,99,99,
reju,reno junirman,2,2,99,99,99,99,99,99,99,99,
nupo,nurhan sekerci porst,2,2,99,99,99,99,99,99,99,99,
beta,bert tan,2,2,99,99,99,99,99,99,99,99,
nagu,nathaniel gunawan,2,2,99,99,99,99,99,99,99,99,
miwe,michael weber,2,2,99,99,99,99,99,99,99,99,
lawe,lai weijie,2,2,99,99,99,99,99,99,99,99,
PaFi,palari films,3,99,99,99,99,99,99,99,sin,99,
PhFi,phoenix films,3,99,99,99,99,99,99,99,sin,99,
EwFi,ew films,3,99,99,99,99,99,99,99,sin,99,
MaFaPr,match factory productions,3,99,99,99,99,99,99,99,deu,99,
BoIn,bombero international,3,99,99,99,99,99,99,99,deu,99,
MoFiHaSc,moin filmförderung hamurg schleswig-holstein,4,99,99,99,99,99,99,99,deu,99,
Cho,chocobar,1,99,99,99,99,99,1,2020,argusadenmex,2,x
joba,joslyn barnes,2,1,99,99,99,99,99,99,99,99,
saga,santiago gallelli,2,2,99,99,99,99,99,99,99,99,
bedo,benjamin domenech,2,2,99,99,99,99,99,99,99,99,
maro,matias roveda,2,2,99,99,99,99,99,99,99,99,
LoFi,louverture films,3,99,99,99,99,99,99,99,usa,99,
SnFi,snowglobe films,3,99,99,99,99,99,99,99,dan,99,
Pi,piano,3,99,99,99,99,99,99,99,99,99,
ReCiBeDo,rei cine benjamin domenech,3,99,99,99,99,99,99,99,arg,99,
Vit,vitalina varela,1,99,99,99,99,99,1,2019,por,2,x
abch,abel ribeiro chaves,2,2,99,99,99,99,99,99,99,99,
OpFi,optec films,3,99,99,99,99,99,99,99,por,99,
Tri,triangle of sadness,1,99,1,99,99,1,99,2022,dändeufraschd,1,x
EsFiPr,essential filmproduktion,3,99,99,99,99,99,99,99,deu,99,
PlPr,plattform produktion,3,99,99,99,99,99,99,99,schd,99,
CoOf,coproduction office,3,99,99,99,99,99,99,99,deufra,99,
SvTeAb,sveriges television ab,3,99,99,99,99,99,99,99,schd,99,
ArFrCi,arte france cinema,3,99,99,99,99,99,99,99,fra,99,
NoFi,nordisk film,3,99,99,99,99,99,99,99,dännorschd,99,
He,heretic,3,99,99,99,99,99,99,99,gri,99,
BoCaFiSa,bord cadre film sars,3,99,99,99,99,99,99,99,schz,99,
SoFi,sovereign films,3,99,99,99,99,99,99,99,bri,99,
SoPaDePr,societe parisienne de production ,3,99,99,99,99,99,99,99,fra,99,
Fi,filmförderungsanstalt,4,99,99,99,99,99,99,99,deu,99,
GrFiCe,greek film centre,4,99,99,99,99,99,99,99,gri,99,
MeBe,medienboard berlin-brandenburg,4,99,99,99,99,99,99,99,deu,99,
FiIVä,film i väst,4,99,99,99,99,99,99,99,schd,99,
DeDaFi,det danske filminstitut,4,99,99,99,99,99,99,99,dän,99,
BrFiIn,british film institute,4,99,99,99,99,99,99,99,bri,99,
SvFi,svenska filminstitutet,4,99,99,99,99,99,99,99,schd,99,
CrEuMe,creative europe media,4,99,99,99,99,99,99,99,eur,99,
Eu,eurimages,4,99,99,99,99,99,99,99,eur,99,
phbo,philippe bober,2,2,99,99,99,99,99,99,99,99,
erhe,erik hemmendorff,2,2,99,99,99,99,99,99,99,99,
clkö,clemens köstlin ,2,2,99,99,99,99,99,99,99,99,
Quo,quo vadis aida,1,99,99,99,99,1,99,2021,bos,1,
De,deblokada,3,99,99,99,99,99,99,99,bos,99,
Co99Fi,coop 99 filmproduktion,3,99,99,99,99,99,99,99,öst,99,
DiCu,digital cube,3,99,99,99,99,99,99,99,rom,99,
N2En,n279 entertainment,3,99,99,99,99,99,99,99,nie,99,
RaFiPr,razor film produktion,3,99,99,99,99,99,99,99,deu,99,
ExEm,extreme emotions,3,99,99,99,99,99,99,99,pol,99,
InPr,indie prod,3,99,99,99,99,99,99,99,fra,99,
ToAs,tordenfilm as,3,99,99,99,99,99,99,99,nor,99,
OrFi,orf film-fernsehabkommen,4,99,99,99,99,99,99,99,öst,99,
ÖsFi,österreichisches filminstitut,4,99,99,99,99,99,99,99,öst,99,
PoFi,polnisches filminstitut,4,99,99,99,99,99,99,99,pol,99,
jazb,jasmila zbanic,2,1,99,99,99,99,99,99,99,99,
daib,damir ibrahimovich,2,2,99,99,99,99,99,99,99,99,
Ano,another round druk,1,99,99,99,99,1,99,2020,dän,1,
TvDe,tv2 denmark,4,99,99,99,99,99,99,99,dän,99,
NeFiFu,netherland film funds,4,99,99,99,99,99,99,99,nie,99,
SwFiIn,swedish film institute,4,99,99,99,99,99,99,99,schd,99,
NeFiPrIn,netherland film production incentive,4,99,99,99,99,99,99,99,nie,99,
kadi,kasper dissing,2,99,99,99,99,99,99,99,99,99,
sijo,sisse graum jorgensen,1,99,99,99,99,99,99,99,99,99,
Alc,Alcarras,1,99,99,1,99,2,99,2022,spaita,1,
maza,maria zamora,2,1,99,99,99,99,99,99,99,99,
stsc,stefan schmitz,2,2,99,99,99,99,99,99,99,99,
tofo,tono folguera,2,2,99,99,99,99,99,99,99,99,
semo,sergi moreno,2,2,99,99,99,99,99,99,99,99,
gipo,giovanni pompili,2,2,99,99,99,99,99,99,99,99,
ElFi,elastica films,3,99,99,99,99,99,99,99,spa,99,
Av,avalon,3,99,99,99,99,99,99,99,spa,99,
KiPr,kino produzioni,3,99,99,99,99,99,99,99,ita,99,
ViFi,vilaut films,3,99,99,99,99,99,99,99,spa,99,
Bab,babardeala cu bucluc sau porno balamuc,1,99,99,1,99,99,99,2021,rumluxkrotsc,1,
adso,ada solomon,2,1,99,99,99,99,99,99,99,99,
path,paul thiltges,2,2,99,99,99,99,99,99,99,99,
adch,adrien chef,2,2,99,99,99,99,99,99,99,99,
jiko,jiri konecny,2,2,99,99,99,99,99,99,99,99,
anti,ankica juric tilic,2,1,99,99,99,99,99,99,99,99,
En,endorfilm,3,99,99,99,99,99,99,99,tsc,99,
Ki,kinorama,3,99,99,99,99,99,99,99,kro,99,
MiFi,micro film,3,99,99,99,99,99,99,99,rum,99,
PaThDi,paul thiltges distributions,3,99,99,99,99,99,99,99,lux,99,
FiFuLu,film fund luxembourg,4,99,99,99,99,99,99,99,lux,99,
CzFiFu,czech film fund,4,99,99,99,99,99,99,99,tsc,99,
CrAuCe,croatian audiovisual centre,4,99,99,99,99,99,99,99,kro,99,
She,sheytan vojud nadarad,1,99,99,1,99,99,99,2020,deutscira,1,
mora,mohammad rasoulof,2,2,99,99,99,99,99,99,99,99,
kafa,kaveh farnam,2,2,99,99,99,99,99,99,99,99,
fapa,farzad pak,2,2,99,99,99,99,99,99,99,99,
CoFi,cosmopol film,3,99,99,99,99,99,99,99,deu,99,
EuMeNe,europe media nest,3,99,99,99,99,99,99,99,tsc,99,
FiInIr,filminiran,3,99,99,99,99,99,99,99,ira,99,
Syn,synonymes,1,99,99,1,99,99,99,2019,fraisrdeu,1,
sasa,said ben said,2,2,99,99,99,99,99,99,99,99,
mime,michel merkt,2,2,99,99,99,99,99,99,99,99,
oske,osnat handelsman keren,2,1,99,99,99,99,99,99,99,99,
takl,talia kleinhendler,2,1,99,99,99,99,99,99,99,99,
jaja,janine jackowski,2,1,99,99,99,99,99,99,99,99,
jodo,jonas dornbach,2,2,99,99,99,99,99,99,99,99,
maad,maren ade,2,1,99,99,99,99,99,99,99,99,
olpe,olivier pere,2,2,99,99,99,99,99,99,99,99,
rebu,remi burah,2,2,99,99,99,99,99,99,99,99,
SbFi,sbs films,3,99,99,99,99,99,99,99,fra,99,
KoFi,komplizen film,3,99,99,99,99,99,99,99,deu,99,
PiFi,pie films,3,99,99,99,99,99,99,99,isr,99,
AiAuCiDuMo,aide aux cinemas du monde,4,99,99,99,99,99,99,99,fra,99,
DeFö,deutsch-französische förderkommission,4,99,99,99,99,99,99,99,deufra,99,
Tit,titane,1,99,1,99,99,2,99,2021,frabel,1,x
jero,jean-yves roubin,2,2,99,99,99,99,99,99,99,99,
amov,amaury ovise,2,2,99,99,99,99,99,99,99,99,
jere,jean-christophe reymond,2,2,99,99,99,99,99,99,99,99,
cawa,cassandre warnauts ,2,1,99,99,99,99,99,99,99,99,
KaPr,kazak productions,3,99,99,99,99,99,99,99,fra,99,
FrPr,frakas productions,3,99,99,99,99,99,99,99,bel,99,
GaFoFoFi,gan foundation for film,4,99,99,99,99,99,99,99,fra,99,
Gis,gisaengchung ,1,99,1,99,99,99,99,2019,südkor,1,x
kwae,kwak sin ae,2,1,99,99,99,99,99,99,99,99,
boho,bong joon ho,2,2,99,99,99,99,99,99,99,99,
mokw,moon yang kwon,2,2,99,99,99,99,99,99,99,99,
jahw,jang young hwan,2,2,99,99,99,99,99,99,99,99,
Ba,barunson,3,99,99,99,99,99,99,99,südkor,99,
CjEn,cj entertainment,3,99,99,99,99,99,99,99,südkor,99,
KoDeBa,korea development bank,4,99,99,99,99,99,99,99,südkor,99,
RyPsAsMa,ryukyung psg asset management,4,99,99,99,99,99,99,99,südkor,99,
All,all the beauty and the bloodshed,1,99,99,99,1,99,99,2022,usa,2,x
yogo,yoni golijov,2,2,99,99,99,99,99,99,99,99,
hoge,howard gertler,2,2,99,99,99,99,99,99,99,99,
nago,nan goldin,2,1,99,99,99,99,99,99,99,99,
lapo,laura poitras,2,1,99,99,99,99,99,99,99,99,
meka,megan kapler,2,1,99,99,99,99,99,99,99,99,
joly,john lyons,2,2,99,99,99,99,99,99,99,99,
PaMe,participant media,3,99,99,99,99,99,99,99,usa,99,
PrFi,praxis films,3,99,99,99,99,99,99,99,usa,99,
Lev,levenement,1,99,99,99,1,2,99,2021,fra,1,x
edwe,edouard weil ,2,2,99,99,99,99,99,99,99,99,
algi,alice girard,2,1,99,99,99,99,99,99,99,99,
SrFi,srab films,3,99,99,99,99,99,99,99,99,99,
WiBuPr,wild bunch production,3,99,99,99,99,99,99,99,99,99,
FraCi,france 3 cinema,3,99,99,99,99,99,99,99,fra,99,
RePr,rectangle productions,3,99,99,99,99,99,99,99,fra,99,
Nom,nomadland,1,99,99,99,1,99,99,2020,usa,1,x
daja,dan janvey,2,2,99,99,99,99,99,99,99,99,
emfo,emily foley,2,1,99,99,99,99,99,99,99,99,
chzh,chloe zhao,2,1,99,99,99,99,99,99,99,99,
tash,taylor shung,2,1,99,99,99,99,99,99,99,99,
pesp,peter spears,2,2,99,99,99,99,99,99,99,99,
frmc,frances mcdormand,2,1,99,99,99,99,99,99,99,99,
geli,geoff linville,2,2,99,99,99,99,99,99,99,99,
moas,mollye asher,2,1,99,99,99,99,99,99,99,99,
CoCoPr,cor cordium productions,3,99,99,99,99,99,99,99,usa,99,
HePr,hearsay productions,3,99,99,99,99,99,99,99,usa,99,
HiFi,highwayman films,3,99,99,99,99,99,99,99,usa,99,
AlMoPi,alchemy motion pictures,4,99,99,99,99,99,99,99,eng,99,
Jok,joker,1,99,99,99,1,99,99,2019,usakan,2,x
emko,emma koskoff,2,1,99,99,99,99,99,99,99,99,
brco,bradley cooper,2,2,99,99,99,99,99,99,99,99,
dawe,david webb,2,2,99,99,99,99,99,99,99,99,
toph,todd phillips,2,2,99,99,99,99,99,99,99,99,
JoEf,joint effort,3,99,99,99,99,99,99,99,usa,99,
BrSt,bron studios,3,99,99,99,99,99,99,99,usa,99,
DcEn,dc entertainment,3,99,99,99,99,99,99,99,usa,99,
ViRoPi,village roadshow pictures,3,99,99,99,99,99,99,99,usa,99,
WaBrPi,warner bros pictures,3,99,99,99,99,99,99,99,usa,99,
TheF,the favourite,1,99,99,99,99,1,99,2019,irlbriusa,1,
Ar,arcana,3,99,99,99,99,99,99,99,usa,99,
ScFi,scarlet films,3,99,99,99,99,99,99,99,bri,99,
WaEn,waypoint entertainment,3,99,99,99,99,99,99,99,usa,99,
cede,ceci dempsey,2,1,99,99,99,99,99,99,99,99,
lema,lee magiday,2,2,99,99,99,99,99,99,99,99,
jese,jennifer semler,1,1,99,99,99,99,99,99,99,99,
IrFiBo,irish film board,4,99,99,99,99,99,99,99,irl,99,
