from,to,relation
MoFiHaSc,NoFi,2
FiIVä,NoFi,2
DeDaFi,NoFi,2
BrFiIn,NoFi,2
SvFi,NoFi,2
CrEuMe,NoFi,2
Eu,NoFi,2
Fi,He,2
GrFiCe,He,2
MeBe,He,2
MoFiHaSc,He,2
FiIVä,He,2
DeDaFi,He,2
BrFiIn,He,2
SvFi,He,2
CrEuMe,He,2
Eu,He,2
Fi,BoCaFiSa,2
GrFiCe,BoCaFiSa,2
MeBe,BoCaFiSa,2
MoFiHaSc,BoCaFiSa,2
FiIVä,BoCaFiSa,2
DeDaFi,BoCaFiSa,2
BrFiIn,BoCaFiSa,2
SvFi,BoCaFiSa,2
CrEuMe,BoCaFiSa,2
Eu,BoCaFiSa,2
Fi,SoFi,2
GrFiCe,SoFi,2
MeBe,SoFi,2
MoFiHaSc,SoFi,2
FiIVä,SoFi,2
DeDaFi,SoFi,2
BrFiIn,SoFi,2
SvFi,SoFi,2
CrEuMe,SoFi,2
Eu,SoFi,2
Fi,SoPaDePr,2
GrFiCe,SoPaDePr,2
MeBe,SoPaDePr,2
MoFiHaSc,SoPaDePr,2
FiIVä,SoPaDePr,2
DeDaFi,SoPaDePr,2
BrFiIn,SoPaDePr,2
SvFi,SoPaDePr,2
CrEuMe,SoPaDePr,2
Eu,SoPaDePr,2
EsFiPr,phbo,3
PlPr,phbo,3
CoOf,phbo,3
SvTeAb,phbo,3
ArFrCi,phbo,3
NoFi,phbo,3
He,phbo,3
BoCaFiSa,phbo,3
SoFi,phbo,3
SoPaDePr,phbo,3
phbo,EsFiPr,3
phbo,PlPr,3
phbo,CoOf,3
phbo,SvTeAb,3
phbo,ArFrCi,3
phbo,NoFi,3
phbo,He,3
phbo,BoCaFiSa,3
phbo,SoFi,3
phbo,SoPaDePr,3
EsFiPr,erhe,3
PlPr,erhe,3
CoOf,erhe,3
SvTeAb,erhe,3
ArFrCi,erhe,3
NoFi,erhe,3
He,erhe,3
BoCaFiSa,erhe,3
SoFi,erhe,3
SoPaDePr,erhe,3
erhe,EsFiPr,3
erhe,PlPr,3
erhe,CoOf,3
erhe,SvTeAb,3
erhe,ArFrCi,3
erhe,NoFi,3
erhe,He,3
erhe,BoCaFiSa,3
erhe,SoFi,3
erhe,SoPaDePr,3
clkö,EsFiPr,3
clkö,PlPr,3
clkö,CoOf,3
clkö,SvTeAb,3
clkö,ArFrCi,3
clkö,NoFi,3
clkö,He,3
clkö,BoCaFiSa,3
clkö,SoFi,3
clkö,SoPaDePr,3
EsFiPr,clkö,3
PlPr,clkö,3
CoOf,clkö,3
SvTeAb,clkö,3
ArFrCi,clkö,3
NoFi,clkö,3
He,clkö,3
BoCaFiSa,clkö,3
SoFi,clkö,3
SoPaDePr,clkö,3
De,Quo,1
Co99Fi,Quo,1
DiCu,Quo,1
N2En,Quo,1
RaFiPr,Quo,1
ExEm,Quo,1
InPr,Quo,1
ToAs,Quo,1
Fi,Quo,2
MeBe,Quo,2
OrFi,Quo,2
ÖsFi,Quo,2
PoFi,Quo,2
jazb,Quo,1
daib,Quo,1
jazb,daib,3
daib,jazb,3
Fi,De,2
MeBe,De,2
OrFi,De,2
ÖsFi,De,2
PoFi,De,2
Fi,Co99Fi,2
MeBe,Co99Fi,2
OrFi,Co99Fi,2
ÖsFi,Co99Fi,2
PoFi,Co99Fi,2
Fi,DiCu,2
MeBe,DiCu,2
OrFi,DiCu,2
ÖsFi,DiCu,2
PoFi,DiCu,2
Fi,N2En,2
MeBe,N2En,2
OrFi,N2En,2
ÖsFi,N2En,2
PoFi,N2En,2
Fi,RaFiPr,2
MeBe,RaFiPr,2
OrFi,RaFiPr,2
ÖsFi,RaFiPr,2
PoFi,RaFiPr,2
Fi,ExEm,2
MeBe,ExEm,2
OrFi,ExEm,2
ÖsFi,ExEm,2
PoFi,ExEm,2
Fi,InPr,2
MeBe,InPr,2
OrFi,InPr,2
ÖsFi,InPr,2
PoFi,InPr,2
Fi,ToAs,2
MeBe,ToAs,2
OrFi,ToAs,2
ÖsFi,ToAs,2
PoFi,ToAs,2
De,jazb,3
Co99Fi,jazb,3
DiCu,jazb,3
N2En,jazb,3
RaFiPr,jazb,3
ExEm,jazb,3
InPr,jazb,3
ToAs,jazb,3
jazb,De,3
jazb,Co99Fi,3
jazb,DiCu,3
jazb,N2En,3
jazb,RaFiPr,3
jazb,ExEm,3
jazb,InPr,3
jazb,ToAs,3
De,daib,3
Co99Fi,daib,3
DiCu,daib,3
N2En,daib,3
RaFiPr,daib,3
ExEm,daib,3
InPr,daib,3
ToAs,daib,3
daib,De,3
daib,Co99Fi,3
daib,DiCu,3
daib,N2En,3
daib,RaFiPr,3
daib,ExEm,3
daib,InPr,3
daib,ToAs,3
NoFi,Ano,1
FiIVä,Ano,2
DeDaFi,Ano,2
Eu,Ano,2
NeFiFu,Ano,2
SwFiIn,Ano,2
NeFiPrIn,Ano,2
CrEuMe,Ano,2
kadi,Ano,1
sijo,Ano,1
kadi,sijo,3
sijo,kadi,3
FiIVä,NoFi,2
DeDaFi,NoFi,2
Eu,NoFi,2
NeFiFu,NoFi,2
SwFiIn,NoFi,2
NeFiPrIn,NoFi,2
CrEuMe,NoFi,2
NoFi,sijo,3
sijo,NoFi,3
kadi,NoFi,3
NoFi,kadi,3
TsPr,Sur,1
Lo,Sur,1
CeNaDuCiEtDeLiAn,Sur,2
celo,Sur,1
gisa,Sur,1
mipo,Sur,1
noha,Sur,1
celo,gisa,3
celo,mipo,3
celo,noha,3
gisa,mipo,3
gisa,noha,3
mipo,noha,3
FiPaRe,Sur,2
FiPaRe,Lo,2
CeNaDuCiEtDeLiAn,TsPr,2
CeNaDuCiEtDeLiAn,Lo,2
FiPaRe,TsPr,2
TsPr,celo,3
TsPr,gisa,3
TsPr,mipo,3
TsPr,noha,3
gisa,celo,3
mipo,celo,3
noha,celo,3
mipo,gisa,3
noha,gisa,3
noha,mipo,3
celo,TsPr,3
gisa,TsPr,3
mipo,TsPr,3
noha,TsPr,3
Lo,celo,3
Lo,gisa,3
Lo,mipo,3
Lo,noha,3
celo,Lo,3
gisa,Lo,3
mipo,Lo,3
noha,Lo,3
maza,Alc,1
stsc,Alc,1
tofo,Alc,1
semo,Alc,1
gipo,Alc,1
ElFi,Alc,1
Av,Alc,1
KiPr,Alc,1
ViFi,Alc,1
Eu,Alc,2
maza,stsc,3
maza,tofo,3
maza,semo,3
maza,gipo,3
stsc,maza,3
stsc,gipo,3
stsc,tofo,3
stsc,semo,3
tofo,maza,3
tofo,stsc,3
tofo,gipo,3
tofo,semo,3
semo,maza,3
semo,stsc,3
semo,tofo,3
semo,gipo,3
gipo,maza,3
gipo,stsc,3
gipo,tofo,3
gipo,semo,3
Eu,ElFi,2
Eu,Av,2
Eu,KiPr,2
Eu,ViFi,2
ElFi,maza,3
ElFi,stsc,3
ElFi,tofo,3
ElFi,semo,3
ElFi,gipo,3
maza,ElFi,3
stsc,ElFi,3
tofo,ElFi,3
semo,ElFi,3
gipo,ElFi,3
Av,maza,3
Av,stsc,3
Av,tofo,3
Av,semo,3
Av,gipo,3
maza,Av,3
stsc,Av,3
tofo,Av,3
semo,Av,3
gipo,Av,3
KiPr,maza,3
KiPr,stsc,3
KiPr,tofo,3
KiPr,semo,3
KiPr,gipo,3
maza,KiPr,3
stsc,KiPr,3
tofo,KiPr,3
semo,KiPr,3
gipo,KiPr,3
ViFi,maza,3
ViFi,stsc,3
ViFi,tofo,3
ViFi,semo,3
ViFi,gipo,3
maza,ViFi,3
stsc,ViFi,3
tofo,ViFi,3
semo,ViFi,3
gipo,ViFi,3
adso,Bab,1
path,Bab,1
adch,Bab,1
jiko,Bab,1
anti,Bab,1
En,Bab,1
Ki,Bab,1
MiFi,Bab,1
PaThDi,Bab,1
CeNaDuCiEtDeLiAn,Bab,2
FiFuLu,Bab,2
CzFiFu,Bab,2
CrAuCe,Bab,2
adso,anti,3
path,path,3
adch,adch,3
jiko,jiko,3
path,adso,3
path,anti,3
path,adch,3
path,jiko,3
adch,adso,3
adch,path,3
adch,anti,3
adch,jiko,3
jiko,adso,3
jiko,path,3
jiko,adch,3
jiko,anti,3
anti,adso,3
anti,path,3
anti,adch,3
anti,jiko,3
CeNaDuCiEtDeLiAn,En,2
CeNaDuCiEtDeLiAn,Ki,2
CeNaDuCiEtDeLiAn,MiFi,2
CeNaDuCiEtDeLiAn,PaThDi,2
FiFuLu,En,2
FiFuLu,Ki,2
FiFuLu,MiFi,2
FiFuLu,PaThDi,2
CzFiFu,En,2
CzFiFu,Ki,2
CzFiFu,MiFi,2
CzFiFu,PaThDi,2
CrAuCe,En,2
CrAuCe,Ki,2
CrAuCe,MiFi,2
CrAuCe,PaThDi,2
En,adso,3
En,path,3
En,adch,3
En,jiko,3
En,anti,3
adso,En,3
path,En,3
adch,En,3
jiko,En,3
anti,En,3
Ki,adso,3
Ki,path,3
Ki,adch,3
Ki,jiko,3
Ki,anti,3
adso,Ki,3
path,Ki,3
adch,Ki,3
jiko,Ki,3
anti,Ki,3
MiFi,adso,3
MiFi,path,3
MiFi,adch,3
MiFi,jiko,3
MiFi,anti,3
adso,MiFi,3
path,MiFi,3
adch,MiFi,3
jiko,MiFi,3
anti,MiFi,3
PaThDi,adso,3
PaThDi,path,3
PaThDi,adch,3
PaThDi,jiko,3
PaThDi,anti,3
adso,PaThDi,3
path,PaThDi,3
adch,PaThDi,3
jiko,PaThDi,3
anti,PaThDi,3
mora,She,1
kafa,She,1
fapa,She,1
CoFi,She,1
EuMeNe,She,1
FiInIr,She,1
MoFiHaSc,She,2
mora,kafa,3
mora,fapa,3
kafa,mora,3
kafa,fapa,3
fapa,mora,3
fapa,kafa,3
MoFiHaSc,CoFi,2
MoFiHaSc,EuMeNe,2
MoFiHaSc,FiInIr,2
CoFi,mora,3
CoFi,kafa,3
CoFi,fapa,3
mora,CoFi,3
kafa,CoFi,3
fapa,CoFi,3
EuMeNe,mora,3
EuMeNe,kafa,3
EuMeNe,fapa,3
mora,EuMeNe,3
kafa,EuMeNe,3
fapa,EuMeNe,3
FiInIr,mora,3
FiInIr,kafa,3
FiInIr,fapa,3
mora,FiInIr,3
kafa,FiInIr,3
fapa,FiInIr,3
sasa,Syn,1
mime,Syn,1
oske,Syn,1
takl,Syn,1
jaja,Syn,1
jodo,Syn,1
maad,Syn,1
olpe,Syn,1
rebu,Syn,1
SbFi,Syn,1
KoFi,Syn,1
ArFrCi,Syn,1
PiFi,Syn,1
AiAuCiDuMo,Syn,2
DeFö,Syn,2
Fi,Syn,2
CeNaDuCiEtDeLiAn,Syn,2
sasa,mime,3
sasa,oske,3
sasa,takl,3
sasa,jaja,3
sasa,jodo,3
sasa,maad,3
sasa,olpe,3
sasa,rebu,3
mime,sasa,3
mime,olpe,3
mime,oske,3
mime,takl,3
mime,jaja,3
mime,jodo,3
mime,maad,3
oske,sasa,3
oske,mime,3
oske,rebu,3
oske,takl,3
oske,jaja,3
oske,jodo,3
oske,maad,3
oske,olpe,3
takl,sasa,3
takl,mime,3
takl,oske,3
takl,rebu,3
takl,jaja,3
takl,jodo,3
takl,maad,3
takl,olpe,3
jaja,sasa,3
jaja,mime,3
jaja,oske,3
jaja,takl,3
jaja,rebu,3
jaja,jodo,3
jaja,maad,3
jaja,olpe,3
jodo,sasa,3
jodo,mime,3
jodo,oske,3
jodo,takl,3
jodo,jaja,3
jodo,rebu,3
jodo,maad,3
jodo,olpe,3
maad,sasa,3
maad,mime,3
maad,oske,3
maad,takl,3
maad,jaja,3
maad,jodo,3
maad,rebu,3
maad,olpe,3
olpe,sasa,3
olpe,mime,3
olpe,oske,3
olpe,takl,3
olpe,jaja,3
olpe,jodo,3
olpe,maad,3
olpe,rebu,3
rebu,sasa,3
rebu,mime,3
rebu,oske,3
rebu,takl,3
rebu,jaja,3
rebu,jodo,3
rebu,maad,3
rebu,olpe,3
AiAuCiDuMo,SbFi,2
AiAuCiDuMo,KoFi,2
AiAuCiDuMo,ArFrCi,2
AiAuCiDuMo,PiFi,2
DeFö,SbFi,2
DeFö,KoFi,2
DeFö,ArFrCi,2
DeFö,PiFi,2
Fi,SbFi,2
Fi,KoFi,2
Fi,ArFrCi,2
Fi,PiFi,2
CeNaDuCiEtDeLiAn,SbFi,2
CeNaDuCiEtDeLiAn,KoFi,2
CeNaDuCiEtDeLiAn,ArFrCi,2
CeNaDuCiEtDeLiAn,PiFi,2
SbFi,sasa,3
SbFi,mime,3
SbFi,oske,3
SbFi,takl,3
SbFi,jaja,3
SbFi,jodo,3
SbFi,maad,3
SbFi,olpe,3
SbFi,rebu,3
sasa,SbFi,3
mime,SbFi,3
oske,SbFi,3
takl,SbFi,3
jaja,SbFi,3
jodo,SbFi,3
maad,SbFi,3
olpe,SbFi,3
rebu,SbFi,3
KoFi,sasa,3
KoFi,mime,3
KoFi,oske,3
KoFi,takl,3
KoFi,jaja,3
KoFi,jodo,3
KoFi,maad,3
KoFi,olpe,3
KoFi,rebu,3
sasa,KoFi,3
mime,KoFi,3
oske,KoFi,3
takl,KoFi,3
jaja,KoFi,3
jodo,KoFi,3
maad,KoFi,3
olpe,KoFi,3
rebu,KoFi,3
ArFrCi,sasa,3
ArFrCi,mime,3
ArFrCi,oske,3
ArFrCi,takl,3
ArFrCi,jaja,3
ArFrCi,jodo,3
ArFrCi,maad,3
ArFrCi,olpe,3
ArFrCi,rebu,3
sasa,ArFrCi,3
mime,ArFrCi,3
oske,ArFrCi,3
takl,ArFrCi,3
jaja,ArFrCi,3
jodo,ArFrCi,3
maad,ArFrCi,3
olpe,ArFrCi,3
rebu,ArFrCi,3
PiFi,sasa,3
PiFi,mime,3
PiFi,oske,3
PiFi,takl,3
PiFi,jaja,3
PiFi,jodo,3
PiFi,maad,3
PiFi,olpe,3
PiFi,rebu,3
sasa,PiFi,3
mime,PiFi,3
oske,PiFi,3
takl,PiFi,3
jaja,PiFi,3
jodo,PiFi,3
maad,PiFi,3
olpe,PiFi,3
rebu,PiFi,3
FiPr,TheF,1
ElPi,TheF,1
Ar,TheF,1
ScFi,TheF,1
WaEn,TheF,1
BrFiIn,TheF,2
IrFiBo,TheF,2
edgu,TheF,1
yola,TheF,1
cede,TheF,1
lema,TheF,1
jese,TheF,1
edgu,yola,3
edgu,cede,3
edgu,lema,3
edgu,jese,3
yola,edgu,3
cede,edgu,3
lema,edgu,3
jese,edgu,3
yola,cede,3
yola,lema,3
yola,jese,3
cede,yola,3
lema,yola,3
jese,yola,3
cede,lema,3
cede,jese,3
lema,cede,3
jese,cede,3
lema,jese,3
jese,lema,3
BrFiIn,FiPr,2
BrFiIn,ElPi,2
BrFiIn,Ar,2
BrFiIn,ScFi,2
BrFiIn,WaEn,2
IrFiBo,FiPr,2
IrFiBo,ElPi,2
IrFiBo,Ar,2
IrFiBo,ScFi,2
IrFiBo,WaEn,2
edgu,FiPr,3
edgu,ElPi,3
edgu,Ar,3
edgu,ScFi,3
edgu,WaEn,3
FiPr,edgu,3
ElPi,edgu,3
Ar,edgu,3
ScFi,edgu,3
WaEn,edgu,3
yola,FiPr,3
yola,ElPi,3
yola,Ar,3
yola,ScFi,3
yola,WaEn,3
FiPr,yola,3
ElPi,yola,3
Ar,yola,3
ScFi,yola,3
WaEn,yola,3
cede,FiPr,3
cede,ElPi,3
cede,Ar,3
cede,ScFi,3
cede,WaEn,3
FiPr,cede,3
ElPi,cede,3
Ar,cede,3
ScFi,cede,3
WaEn,cede,3
lema,FiPr,3
lema,ElPi,3
lema,Ar,3
lema,ScFi,3
lema,WaEn,3
FiPr,lema,3
ElPi,lema,3
Ar,lema,3
ScFi,lema,3
WaEn,lema,3
jese,FiPr,3
jese,ElPi,3
jese,Ar,3
jese,ScFi,3
jese,WaEn,3
FiPr,jese,3
ElPi,jese,3
Ar,jese,3
ScFi,jese,3
WaEn,jese,3
OpFil,Zim,1
MkPr,Zim,1
ApPi,Zim,1
SiFi,Zim,1
ArFrCi,Zim,1
Eu,Zim,2
PoFi,Zim,2
tase,Zim,1
ewpu,Zim,1
mabe,Zim,1
pidz,Zim,1
tase,ewpu,3
tase,mabe,3
tase,pidz,3
ewpu,tase,3
mabe,tase,3
pidz,tase,3
ewpu,mabe,3
ewpu,pidz,3
mabe,ewpu,3
pidz,ewpu,3
mabe,pidz,3
pidz,mabe,3
Eu,OpFil,2
Eu,MkPr,2
Eu,ApPi,2
Eu,SiFi,2
Eu,ArFrCi,2
PoFi,OpFil,2
PoFi,MkPr,2
PoFi,ApPi,2
PoFi,SiFi,2
PoFi,ArFrCi,2
tase,OpFil,3
ewpu,OpFil,3
mabe,OpFil,3
pidz,OpFil,3
OpFil,tase,3
OpFil,ewpu,3
OpFil,mabe,3
OpFil,pidz,3
MkPr,tase,3
MkPr,ewpu,3
MkPr,mabe,3
MkPr,pidz,3
tase,MkPr,3
ewpu,MkPr,3
mabe,MkPr,3
pidz,MkPr,3
ApPi,tase,3
ApPi,ewpu,3
ApPi,mabe,3
ApPi,pidz,3
tase,ApPi,3
ewpu,ApPi,3
mabe,ApPi,3
pidz,ApPi,3
SiFi,tase,3
SiFi,ewpu,3
SiFi,mabe,3
SiFi,pidz,3
tase,SiFi,3
ewpu,SiFi,3
mabe,SiFi,3
pidz,SiFi,3
ArFrCi,tase,3
ArFrCi,ewpu,3
ArFrCi,mabe,3
ArFrCi,pidz,3
tase,ArFrCi,3
ewpu,ArFrCi,3
mabe,ArFrCi,3
pidz,ArFrCi,3
PlPr,TheS,1
EsFiPr,TheS,1
ArFrCi,TheS,1
CoOf,TheS,1
FiIVä,TheS,1
ImEnCo,TheS,1
SoPaDePr,TheS,1
SvTeAb,TheS,1
Fi,TheS,2
MeBe,TheS,2
CrEuMe,TheS,2
sana,TheS,1
erhe,TheS,1
phbo,TheS,1
olpe,TheS,1
kaad,TheS,1
iswi,TheS,1
sana,erhe,3
sana,phbo,3
sana,olpe,3
sana,kaad,3
sana,iswi,3
erhe,sana,3
phbo,sana,3
olpe,sana,3
kaad,sana,3
iswi,sana,3
erhe,phbo,3
erhe,olpe,3
erhe,kaad,3
erhe,iswi,3
phbo,erhe,3
olpe,erhe,3
kaad,erhe,3
iswi,erhe,3
phbo,olpe,3
phbo,kaad,3
phbo,iswi,3
olpe,phbo,3
kaad,phbo,3
iswi,phbo,3
olpe,kaad,3
olpe,iswi,3
kaad,iswi,3
kaad,olpe,3
iswi,kaad,3
iswi,olpe,3
Fi,PlPr,2
Fi,EsFiPr,2
Fi,ArFrCi,2
Fi,CoOf,2
Fi,FiIVä,2
Fi,ImEnCo,2
Fi,SoPaDePr,2
Fi,SvTeAb,2
MeBe,PlPr,2
MeBe,EsFiPr,2
MeBe,ArFrCi,2
MeBe,CoOf,2
MeBe,FiIVä,2
MeBe,ImEnCo,2
MeBe,SoPaDePr,2
MeBe,SvTeAb,2
CrEuMe,PlPr,2
CrEuMe,EsFiPr,2
CrEuMe,ArFrCi,2
CrEuMe,CoOf,2
CrEuMe,FiIVä,2
CrEuMe,ImEnCo,2
CrEuMe,SoPaDePr,2
CrEuMe,SvTeAb,2
sana,PlPr,3
sana,EsFiPr,3
sana,ArFrCi,3
sana,CoOf,3
sana,FiIVä,3
sana,ImEnCo,3
sana,SoPaDePr,3
sana,SvTeAb,3
PlPr,sana,3
EsFiPr,sana,3
ArFrCi,sana,3
CoOf,sana,3
FiIVä,sana,3
ImEnCo,sana,3
SoPaDePr,sana,3
SvTeAb,sana,3
erhe,PlPr,3
erhe,EsFiPr,3
erhe,ArFrCi,3
erhe,CoOf,3
erhe,FiIVä,3
erhe,ImEnCo,3
erhe,SoPaDePr,3
erhe,SvTeAb,3
PlPr,erhe,3
EsFiPr,erhe,3
ArFrCi,erhe,3
CoOf,erhe,3
FiIVä,erhe,3
ImEnCo,erhe,3
SoPaDePr,erhe,3
SvTeAb,erhe,3
phbo,PlPr,3
phbo,EsFiPr,3
phbo,ArFrCi,3
phbo,CoOf,3
phbo,FiIVä,3
phbo,ImEnCo,3
phbo,SoPaDePr,3
phbo,SvTeAb,3
PlPr,phbo,3
EsFiPr,phbo,3
ArFrCi,phbo,3
CoOf,phbo,3
FiIVä,phbo,3
ImEnCo,phbo,3
SoPaDePr,phbo,3
SvTeAb,phbo,3
kaad,PlPr,3
kaad,EsFiPr,3
kaad,ArFrCi,3
kaad,CoOf,3
kaad,FiIVä,3
kaad,ImEnCo,3
kaad,SoPaDePr,3
kaad,SvTeAb,3
PlPr,kaad,3
EsFiPr,kaad,3
ArFrCi,kaad,3
CoOf,kaad,3
FiIVä,kaad,3
ImEnCo,kaad,3
SoPaDePr,kaad,3
SvTeAb,kaad,3
olpe,PlPr,3
olpe,EsFiPr,3
olpe,ArFrCi,3
olpe,CoOf,3
olpe,FiIVä,3
olpe,ImEnCo,3
olpe,SoPaDePr,3
olpe,SvTeAb,3
PlPr,olpe,3
EsFiPr,olpe,3
ArFrCi,olpe,3
CoOf,olpe,3
FiIVä,olpe,3
ImEnCo,olpe,3
SoPaDePr,olpe,3
SvTeAb,olpe,3
iswi,PlPr,3
iswi,EsFiPr,3
iswi,ArFrCi,3
iswi,CoOf,3
iswi,FiIVä,3
iswi,ImEnCo,3
iswi,SoPaDePr,3
iswi,SvTeAb,3
PlPr,iswi,3
EsFiPr,iswi,3
ArFrCi,iswi,3
CoOf,iswi,3
FiIVä,iswi,3
ImEnCo,iswi,3
SoPaDePr,iswi,3
SvTeAb,iswi,3
Co99Fi,Ton,1
KoFi,Ton,1
Hi,Ton,1
MiLiFi,Ton,1
BuFiMe,Ton,2
DeFi,Ton,2
Fi,Ton,2
FiMeNr,Ton,2
FiBa,Ton,2
MeBe,Ton,2
MoFiHaSc,Ton,2
ÖsFi,Ton,2
GeFi,Ton,2
Eu,Ton,2
maad,Ton,1
jodo,Ton,1
jaja,Ton,1
ansv,Ton,1
brwa,Ton,1
iota,Ton,1
maad,jodo,3
maad,jaja,3
maad,ansv,3
maad,brwa,3
maad,iota,3
jaja,maad,3
ansv,maad,3
brwa,maad,3
iota,maad,3
jodo,maad,3
jodo,jaja,3
jodo,ansv,3
jodo,brwa,3
jodo,iota,3
jaja,jodo,3
ansv,jodo,3
brwa,jodo,3
iota,jodo,3
jaja,ansv,3
jaja,brwa,3
jaja,iota,3
ansv,jaja,3
brwa,jaja,3
iota,jaja,3
ansv,brwa,3
ansv,iota,3
brwa,ansv,3
iota,ansv,3
brwa,iota,3
iota,brwa,3
BuFiMe,Co99Fi,2
BuFiMe,KoFi,2
BuFiMe,Hi,2
BuFiMe,MiLiFi,2
DeFi,Co99Fi,2
DeFi,KoFi,2
DeFi,Hi,2
DeFi,MiLiFi,2
Fi,Co99Fi,2
Fi,KoFi,2
Fi,Hi,2
Fi,MiLiFi,2
FiMeNr,Co99Fi,2
FiMeNr,KoFi,2
FiMeNr,Hi,2
FiMeNr,MiLiFi,2
FiBa,Co99Fi,2
FiBa,KoFi,2
FiBa,Hi,2
FiBa,MiLiFi,2
MeBe,Co99Fi,2
MeBe,KoFi,2
MeBe,Hi,2
MeBe,MiLiFi,2
MoFiHaSc,Co99Fi,2
MoFiHaSc,KoFi,2
MoFiHaSc,Hi,2
MoFiHaSc,MiLiFi,2
ÖsFi,Co99Fi,2
ÖsFi,KoFi,2
ÖsFi,Hi,2
ÖsFi,MiLiFi,2
GeFi,Co99Fi,2
GeFi,KoFi,2
GeFi,Hi,2
GeFi,MiLiFi,2
Eu,Co99Fi,2
Eu,KoFi,2
Eu,Hi,2
Eu,MiLiFi,2
Co99Fi,maad,3
Co99Fi,jodo,3
Co99Fi,jaja,3
Co99Fi,ansv,3
Co99Fi,brwa,3
Co99Fi,iota,3
KoFi,maad,3
KoFi,jodo,3
KoFi,jaja,3
KoFi,ansv,3
KoFi,brwa,3
KoFi,iota,3
Hi,maad,3
Hi,jodo,3
Hi,jaja,3
Hi,ansv,3
Hi,brwa,3
Hi,iota,3
MiLiFi,maad,3
MiLiFi,jodo,3
MiLiFi,jaja,3
MiLiFi,ansv,3
MiLiFi,brwa,3
MiLiFi,iota,3
maad,Co99Fi,3
jodo,Co99Fi,3
jaja,Co99Fi,3
ansv,Co99Fi,3
brwa,Co99Fi,3
iota,Co99Fi,3
maad,KoFi,3
jodo,KoFi,3
jaja,KoFi,3
ansv,KoFi,3
brwa,KoFi,3
iota,KoFi,3
maad,Hi,3
jodo,Hi,3
jaja,Hi,3
ansv,Hi,3
brwa,Hi,3
iota,Hi,3
maad,MiLiFi,3
jodo,MiLiFi,3
jaja,MiLiFi,3
ansv,MiLiFi,3
brwa,MiLiFi,3
iota,MiLiFi,3
InFi,You,1
CAg,You,1
MeFil,You,1
Eu,You,2
vias,You,1
chca,You,1
frci,You,1
faco,You,1
nigi,You,1
elka,You,1
dako,You,1
rogr,You,1
musa,You,1
jesey,You,1
anwa,You,1
stwo,You,1
vias,chca,3
vias,frci,3
vias,faco,3
vias,nigi,3
vias,elka,3
vias,dako,3
vias,rogr,3
vias,musa,3
vias,jesey,3
vias,anwa,3
vias,stwo,3
chca,vias,3
frci,vias,3
faco,vias,3
nigi,vias,3
elka,vias,3
dako,vias,3
rogr,vias,3
musa,vias,3
jesey,vias,3
anwa,vias,3
stwo,vias,3
chca,frci,3
chca,faco,3
chca,nigi,3
chca,elka,3
chca,dako,3
chca,rogr,3
chca,musa,3
